# song_key (normalized title|performer)	genres
jam on it|newcleus	HIP_HOP,RNB,ELECTRONIC
jam tonight|freddie jackson	RNB,ELECTRONIC
jam was moving|debbie harry	POP
jamaica ska|ska kings	ELECTRONIC,PUNK,ROCK
jambalaya on the bayou|nitty gritty dirt band	POP,COUNTRY,FOLK
james bond theme|billy strange	POP
james dean|eagles	POP,ROCK,FOLK
jamie|ray parker jr	POP,RNB,ELECTRONIC
jam|graham central station	RNB
jam|michael jackson	POP
janet|commodores	POP,RNB,ELECTRONIC
jane|jefferson starship	POP,ROCK,COUNTRY,FOLK
january|pilot	POP,ROCK
japan|famous dex	HIP_HOP
jar of hearts|christina perri	POP
jazzman|carole king	POP,ROCK,FOLK
jazzy belle|outkast	HIP_HOP
jealous again|black crowes	POP,ROCK,RNB
jealous heart|connie francis	POP,ROCK,RNB
jealous kind of fella|garland green	RNB
jealous love|wilson pickett	POP,ROCK,RNB,ELECTRONIC,FOLK
jealousy|adventures of stevie v	ELECTRONIC
jealousy|major harris	RNB
jealousy|natalie merchant	POP,FOLK
jealous|gene loves jezebel	POP,ROCK,ELECTRONIC
jealous|nick jonas	POP
jeans on|david dundas	POP
jelly jungle of orange marmalade|lemon pipers	POP,ROCK,FOLK
jennifer eccles|hollies	POP,ROCK,FOLK
jennifer juniper|donovan	POP,ROCK,PUNK,FOLK
jennifer|bobby sherman	POP
jeopardy|greg kihn band	ROCK
jerk and twine|jackie ross	RNB
jerk it out|caesars	ROCK
jersey|future	POP,HIP_HOP
jerusalem|herb alpert and the tijuana brass	POP
jesse|carly simon	POP,FOLK
jesse|julian lennon	POP
jesse|roberta flack	POP,RNB,ELECTRONIC,JAZZ,FOLK
jessica|allman brothers band	POP,ROCK,RNB,COUNTRY,FOLK
jesus he knows me|genesis	POP,ROCK
jesus is just alright|byrds	POP,ROCK,RNB,COUNTRY,FOLK
jesus take the wheel|carrie underwood	POP,COUNTRY
jesus to a child|george michael	POP,ELECTRONIC
jesus walks|kanye west	HIP_HOP
jet black heart|5 seconds of summer	POP
jim dandy|black oak arkansas	ROCK,RNB,COUNTRY
jimmy choo|fetty wap	POP,HIP_HOP
jimmy lee|aretha franklin	RNB
jimmy loves mary anne|looking glass	POP
jimmy mack|martha and the vandellas	POP,ROCK,RNB,ELECTRONIC
jimmy mack|sheena easton	POP,ROCK
jingle jangle|archies	POP,ROCK,FOLK
jingo|santana	ROCK,RNB
joanna|kool and the gang	RNB,ELECTRONIC
joanne|michael nesmith and the first national band	POP,COUNTRY
jocelyn flores|xxxtentacion	HIP_HOP,EMO
joey|concrete blonde	POP
joey|sugarland	POP,COUNTRY
john cougar john deere john 3 16|keith urban	COUNTRY
john deere green|joe diffie	COUNTRY
johnny and june|heidi newfield	COUNTRY
johnny b goode|johnny winter	ROCK,RNB
johnny b|hooters	POP,ROCK
johnny cash|jason aldean	COUNTRY
johnny come home|fine young cannibals	POP,ROCK,ELECTRONIC
johnny have you seen her|rembrandts	POP
johnny one time|brenda lee	POP,ROCK,COUNTRY,JAZZ
join together|who	POP,ROCK,PUNK,FOLK
jojo|boz scaggs	POP,ROCK,COUNTRY,FOLK
joker went wild|brian hyland	POP,ROCK,RNB,FOLK
jokers|peter and gordon	POP,ROCK,RNB,FOLK
joker|steve miller band	POP,ROCK,RNB,FOLK
jolene|dolly parton	COUNTRY
jolly green giant|kingsmen	ROCK
jones vs jones|kool and the gang	RNB,ELECTRONIC
jonestown interlude|post malone	POP,HIP_HOP
jorja interlude|drake	POP,HIP_HOP
josie|kris kristofferson	ROCK,COUNTRY,FOLK
josie|steely dan	POP,ROCK,RNB,FOLK
journey to the center of the mind|amboy dukes	ROCK,PUNK
joy to the world|three dog night	POP,ROCK,RNB,COUNTRY,FOLK
joyride|roxette	POP
joystick|dazz band	RNB,ELECTRONIC
joy|blackstreet	POP,HIP_HOP,RNB
joy|teddy pendergrass	RNB,ELECTRONIC
ju ju hand|sam the sham and the pharaohs	POP,ROCK,PUNK,FOLK
judas|lady gaga	POP
judy|elvis presley	ROCK
juicebox|strokes	ROCK
juice|yo gotti	POP,HIP_HOP
juicy fruit|mtume	RNB,ELECTRONIC
juke box hero|foreigner	POP,ROCK
jukin|atlanta rhythm section	POP,ROCK,RNB,COUNTRY,FOLK
julia|ramsey lewis	RNB,JAZZ
julie do ya love me|bobby sherman	POP
jumbo|bee gees	POP,ELECTRONIC
jump around|house of pain	HIP_HOP,PUNK
jump back|king curtis	RNB,JAZZ
jump back|rufus thomas	RNB
jump for my love|pointer sisters	POP,RNB,ELECTRONIC
jump into the fire|nilsson	POP,ROCK,FOLK
jump out the window|big sean	POP,HIP_HOP
jump right in|zac brown band	COUNTRY
jump start|natalie cole	POP,RNB,ELECTRONIC,JAZZ
jump then fall|taylor swift	POP
jump to it|aretha franklin	RNB
jumper|third eye blind	POP,ROCK,PUNK
jumpsuit|twenty one pilots	ROCK,PUNK
jump|aretha franklin	RNB
jump|kris kross	HIP_HOP,RNB
jump|van halen	ROCK,METAL
jungle boogie|kool and the gang	RNB,ELECTRONIC
jungle boy|john eddie	ROCK
jungle love|time	RNB,ELECTRONIC
jungle|b b king	ROCK,RNB
junk food junkie|larry groce	SOUNDTRACK
jus lyke compton|dj quik	POP,HIP_HOP,RNB,PUNK
just a dream|carrie underwood	POP,COUNTRY
just a friend|biz markie	HIP_HOP,ELECTRONIC,PUNK
just a girl|no doubt	POP,ROCK
just a kiss|lady antebellum	POP,COUNTRY
just a lil bit|50 cent	HIP_HOP
just a little bit longer|maxi priest	ROCK
just a little bit of you|michael jackson	POP
just a little bit|blue cheer	ROCK,RNB,PUNK
just a little misunderstanding|contours	POP,RNB
just a little while|janet jackson	POP,RNB
just a little|beau brummels	POP,ROCK,COUNTRY,FOLK
just a smile|pilot	POP,ROCK
just a song before i go|crosby stills and nash	POP,ROCK,RNB,COUNTRY,FOLK
just another case|cru featuring slick rick	HIP_HOP,PUNK
just another day in paradise|bertie higgins	POP
just another day in paradise|phil vassar	COUNTRY
just another day|jon secada	POP
just another day|oingo boingo	POP,ROCK,ELECTRONIC
just another day|queen latifah	POP,HIP_HOP,SOUNDTRACK
just another night|ian hunter	POP,ROCK
just another night|mick jagger	ROCK
just as i am|air supply	POP
just as much as ever|bobby vinton	POP,ROCK,RNB
just be a man about it|toni braxton	POP,RNB
just be good to me|s o s band	RNB,ELECTRONIC
just be my lady|larry graham	RNB,ELECTRONIC
just be sincere|jackie wilson	POP,ROCK,RNB
just be true|gene chandler	POP,RNB
just because|anita baker	RNB,JAZZ
just between you and me|april wine	POP,ROCK,COUNTRY
just between you and me|lou gramm	POP,ROCK
just breathe|pearl jam	ROCK
just fine|mary j blige	POP,HIP_HOP,RNB
just for the moment|ray kennedy	POP
just for tonight|vanessa williams	RNB
just for you|lionel richie	COUNTRY,POP,RNB,ELECTRONIC
just friends sunny|musiq	POP,HIP_HOP,RNB
just got paid|johnny kemp	RNB
just in case|jaheim	POP,RNB
just keep breathing|we the kings	POP,ROCK,PUNK,EMO
just let me be in love|tracy byrd	COUNTRY
just like a pill|p nk	POP
just like a woman|bob dylan	POP,ROCK,FOLK
just like heaven|cure	ROCK,ELECTRONIC
just like jesse james|cher	POP,SOUNDTRACK
just like me|jamie foxx featuring t i	POP,HIP_HOP,RNB
just like me|paul revere and the raiders featuring mark lindsay	POP,ROCK,PUNK,FOLK
just like paradise|david lee roth	ROCK,METAL
just like paradise|larry john mcnally	POP
just like romeo and juliet|sha na na	SOUNDTRACK
just like starting over|john lennon	POP,ROCK,FOLK
just like you|robbie nevil	POP
just like you|three days grace	ROCK,PUNK,METAL
just lose it|eminem	HIP_HOP,RNB
just might make me believe|sugarland	POP,COUNTRY
just my imagination running away with me|temptations	RNB
just once in a lifetime|brenda and the tabulations	RNB
just once in my life|righteous brothers	POP,ROCK,RNB,FOLK
just one kiss from you|impressions	POP,RNB
just one look|anne murray	POP,COUNTRY,FOLK
just one look|hollies	POP,ROCK,FOLK
just one more day|otis redding	RNB
just one more time|headpins	ROCK
just one smile|gene pitney	POP,ROCK,FOLK
just out of reach of my two empty arms|percy sledge	POP,RNB
just remember i love you|firefall	POP,ROCK,COUNTRY,FOLK
just seven numbers can straighten out my life|four tops	POP,RNB,ELECTRONIC,FOLK
just seventeen|raiders	POP,ROCK,PUNK,FOLK,ELECTRONIC
just so lonely|get wet	ELECTRONIC
just stand up|artists stand up to cancer	POP,ROCK,FOLK,RNB,HIP_HOP,COUNTRY
just tah let u know|eazy e	HIP_HOP,RNB,PUNK
just take my heart|mr big	ROCK,METAL
just the girl|click five	POP,PUNK,EMO
just the same way|journey	POP,ROCK
just the two of us|will smith	HIP_HOP
just the way it is baby|rembrandts	POP
just the way you are|billy joel	POP,ROCK,FOLK
just the way you are|bruno mars	POP
just the way you like it|s o s band	RNB,ELECTRONIC
just to be close to you|commodores	POP,RNB,ELECTRONIC
just to see her|smokey robinson	RNB,ELECTRONIC
just too many people|melissa manchester	POP
just want you to know|backstreet boys	POP
just what i needed|cars	POP,ROCK,ELECTRONIC,FOLK
just when i needed you most|randy vanwarmer	POP
just you and i|melissa manchester	POP
just you|sonny and cher	POP,ROCK,FOLK
justify my love|madonna	POP
justine|righteous brothers	POP,ROCK,RNB,FOLK
kalimba story|earth wind and fire	RNB,ELECTRONIC
kamikaze|eminem	HIP_HOP,RNB
kamikaze|lil mosey	HIP_HOP
kansas city star|roger miller	COUNTRY,FOLK
kansas city|james brown and the famous flames	RNB
kansas city|trini lopez	POP,ROCK
karma chameleon|culture club	POP,ROCK,ELECTRONIC
karma|alicia keys	POP,RNB
karma|lloyd banks featuring avant	HIP_HOP,PUNK
karma|queen naija	POP,RNB
katmandu|bob seger	POP,ROCK,FOLK
kayleigh|marillion	POP,ROCK
keep coming back|richard marx	POP,ROCK
keep feeling fascination|human league	POP,ROCK,ELECTRONIC
keep holding on|avril lavigne	POP
keep holding on|temptations	RNB
keep it in the family|leon haywood	RNB,ELECTRONIC
keep it together|madonna	POP
keep me in mind|zac brown band	COUNTRY
keep on dancing|gentrys	POP
keep on loving you|reo speedwagon	POP,ROCK,FOLK
keep on pushing|impressions	POP,RNB
keep on running|spencer davis group	POP,ROCK,RNB,PUNK,FOLK
keep on running|stevie wonder	RNB
keep on singing|helen reddy	POP,FOLK
keep on trying|bobby vee	POP,ROCK,RNB,FOLK
keep our love alive|paul davis	POP,ROCK,COUNTRY,FOLK
keep the faith|bon jovi	ROCK,METAL
keep the family close|drake	POP,HIP_HOP
keep the fire|kenny loggins	POP,ROCK
keep the one you got|joe tex	RNB
keep ya head up|2pac	HIP_HOP,RNB
keep your eye on me|herb alpert	POP,JAZZ
keep your eye on the sparrow|merry clayton	RNB
keep your hands to yourself|georgia satellites	ROCK,RNB,COUNTRY
keep your head to the sky|earth wind and fire	RNB,ELECTRONIC
keep your head up|andy grammer	POP
keeper of the castle|four tops	POP,RNB,ELECTRONIC,FOLK
keeper of the stars|tracy byrd	COUNTRY
keeping our love alive|henry paul band	ROCK
keeping the faith|billy joel	POP,ROCK,FOLK
keg in the closet|kenny chesney	COUNTRY
kentucky rain|elvis presley	ROCK
kentucky woman|deep purple	ROCK,RNB,METAL
kentucky woman|neil diamond	POP,ROCK,FOLK
kernkraft 400|zombie nation	ELECTRONIC
kerosene|miranda lambert	COUNTRY
key largo|bertie higgins	POP
key west intermezzo i saw you first|john mellencamp	POP,ROCK,FOLK
kick it out|heart	POP,ROCK
kick out the jams|mc5	ROCK,RNB,PUNK
kick push|lupe fiasco	HIP_HOP
kick the dust up|luke bryan	COUNTRY
kickstart my heart|motley crue	ROCK,METAL
kid charlemagne|steely dan	POP,ROCK,RNB,FOLK
kid is hot tonite|loverboy	POP,ROCK,METAL
kid stuff|barbara fairchild	COUNTRY
kids in america|kim wilde	POP,ROCK,ELECTRONIC
kids say the darndest things|tammy wynette	COUNTRY
kids see ghosts|kids see ghosts	HIP_HOP
kids|mgmt	POP,ROCK,ELECTRONIC
kids|onerepublic	POP,ROCK,HIP_HOP
kiko|jimmy mcgriff	RNB,JAZZ
kill em with kindness|selena gomez	POP
killa|cherish featuring yung joc	HIP_HOP,POP,RNB
killer joe|kingsmen	ROCK
killer joe|quincy jones	RNB,ELECTRONIC
killer queen|queen	ROCK
killer|seal	POP,RNB
killing me softly with his song|roberta flack	POP,RNB,ELECTRONIC,JAZZ,FOLK
killing me softly|al b sure	POP,RNB
killshot|eminem	HIP_HOP,RNB
kind of a drag|buckinghams	POP,ROCK,FOLK
kindly unspoken|kate voegele	POP
king for a day|thompson twins	POP,ROCK,ELECTRONIC
king heroin|james brown	RNB
king is gone|ronnie mcdowell	COUNTRY,POP
king kong|jibbs featuring chamillionaire	HIP_HOP
king kunta|kendrick lamar	HIP_HOP
king midas in reverse|hollies	POP,ROCK,FOLK
king nothing|metallica	ROCK,METAL
king of anything|sara bareilles	POP
king of nothing|seals and crofts	POP,ROCK,COUNTRY,FOLK
king of pain|police	POP,ROCK,ELECTRONIC
king of suede|weird al yankovic	POP,ROCK
king of the dancehall|beenie man	ELECTRONIC
king of the road|roger miller	COUNTRY,FOLK
king wizard|kid cudi	HIP_HOP
kings and queens|aerosmith	ROCK
kings and queens|thirty seconds to mars	ROCK,PUNK
kings of the party|brownsville station	ROCK,COUNTRY
kiss and make up|dua lipa and blackpink	POP
kiss and say goodbye|manhattans	RNB,ELECTRONIC
kiss and tell|isley jasper isley	RNB
kiss away|ronnie dove	POP
kiss from a rose|seal	POP,RNB
kiss in the dark|pink lady	JAZZ
kiss it better|rihanna	POP,RNB
kiss me deadly|lita ford	ROCK,METAL
kiss me goodbye|petula clark	POP,ROCK,FOLK
kiss me in the rain|barbra streisand	POP,ELECTRONIC,SOUNDTRACK
kiss me kiss me|5 seconds of summer	POP
kiss me quick|elvis presley with the jordanaires	ROCK
kiss me sailor|diane renay	POP
kiss me|sixpence none the richer	POP
kiss of life|sade	RNB
kiss on my list|daryl hall john oates	POP,ROCK,FOLK
kiss somebody|morgan evans	POP,COUNTRY
kiss the bride|elton john	POP,ROCK
kiss the girl|ashley tisdale	POP
kiss them for me|siouxsie and the banshees	POP,ROCK,ELECTRONIC,PUNK
kiss this thing goodbye|del amitri	POP,ROCK
kiss this|aaron tippin	COUNTRY
kiss tomorrow goodbye|luke bryan	COUNTRY
kiss you all over|no mercy	POP,ELECTRONIC
kiss you back|digital underground	HIP_HOP,RNB,ELECTRONIC,PUNK
kiss you in the morning|michael ray	COUNTRY
kiss you|one direction	POP
kissed you good night|gloriana	COUNTRY
kisses down low|kelly rowland	POP,HIP_HOP,RNB
kisses on the wind|neneh cherry	POP,RNB
kissin u|miranda cosgrove	POP
kissing a fool|george michael	POP,ELECTRONIC
kissing my love|bill withers	RNB
kissing you|keith washington	RNB
kiss|prince and the revolution	RNB
knight in rusty armour|peter and gordon	POP,ROCK,RNB,FOLK
knock knock|mac miller	HIP_HOP
knock knock|monica	POP,HIP_HOP,RNB
knock on wood|amii stewart	ELECTRONIC
knock on wood|eddie floyd	RNB
knock on wood|otis and carla	RNB
knock three times|dawn	POP
knocked out|paula abdul	POP
knocking at your back door|deep purple	ROCK,RNB,METAL
knockout|lil wayne featuring nicki minaj	POP,HIP_HOP
knocks me off my feet|donell jones	POP,HIP_HOP,RNB
know your enemy|green day	ROCK,PUNK
know yourself|drake	POP,HIP_HOP
knowing me knowing you|abba	POP
knucklehead|bar kays	POP,RNB,ELECTRONIC
ko ko joe|jerry reed	COUNTRY
kodachrome|paul simon	POP,ROCK,FOLK
kod|j cole	HIP_HOP
kooda|6ix9ine	EMO
kozmic blues|janis joplin	ROCK,RNB,FOLK
kryptonite|3 doors down	POP,ROCK,PUNK,METAL
kung fu fighting|carl douglas	ELECTRONIC
kung fu|curtis mayfield	RNB,ELECTRONIC
kyrie|mr mister	POP,ROCK,ELECTRONIC
l a sunshine|war	RNB
l a woman|billy idol	POP,ROCK,ELECTRONIC
l d|a ap rocky	POP,HIP_HOP
l o n e l y|bobby vinton	POP,ROCK,RNB
l o v e love|al green	RNB
l o v e|ashlee simpson	POP
l o v e|nat king cole	POP,JAZZ
la bamba|los lobos	ROCK
la bomba|azul azul	LATIN
la camisa negra|juanes	POP,ROCK,LATIN
la di da|sad cafe	POP
la familia|frost	HIP_HOP
la grange|zz top	ROCK,RNB,METAL
la isla bonita|madonna	POP
la la la if i had you|bobby sherman	POP
la la land|demi lovato	POP
la la la|gerry and the pacemakers	POP,ROCK,FOLK
la la la|lmfao	POP,HIP_HOP
la la means i love you|delfonics	RNB,ELECTRONIC
la la means i love you|tierra	RNB
la la peace song|al wilson	RNB
la la|ashlee simpson	POP
la raza|kid frost	HIP_HOP
labios compartidos|mana	ROCK,LATIN
ladies love country boys|trace adkins	COUNTRY
ladies night|kool and the gang	RNB,ELECTRONIC
lady bird|nancy sinatra and lee hazlewood	POP,FOLK,ROCK,COUNTRY,CLASSICAL
lady blue|leon russell	POP,ROCK,RNB,COUNTRY,FOLK
lady down on love|alabama	COUNTRY
lady eleanor|lindisfarne	POP,ROCK,FOLK
lady friend|byrds	POP,ROCK,RNB,COUNTRY,FOLK
lady godiva|peter and gordon	POP,ROCK,RNB,FOLK
lady hear me tonight|modjo	ELECTRONIC
lady in red|chris de burgh	POP
lady love me one more time|george benson	POP,RNB,ELECTRONIC,JAZZ
lady love|lou rawls	POP,RNB,ELECTRONIC,JAZZ
lady madonna|beatles	ROCK
lady madonna|fats domino	POP,ROCK,RNB
lady marmalade|labelle	RNB,ELECTRONIC
lady put the light on me|brownsville station	ROCK,COUNTRY
lady soul|temptations	RNB
lady willpower|gary puckett and the union gap	POP,ROCK,FOLK
lady writer|dire straits	POP,ROCK
lady you bring me up|commodores	POP,RNB,ELECTRONIC
lady|jack jones	POP,JAZZ
lady|kenny rogers	POP,COUNTRY
lady|lenny kravitz	POP,ROCK
lady|little river band	POP,ROCK,COUNTRY,FOLK
lady|styx	POP,ROCK
lady|whispers	ROCK,RNB,ELECTRONIC
laffy taffy|d4l	HIP_HOP
laid back love|major harris	RNB
laid|james	POP,ROCK,ELECTRONIC
lamborghini angels|lupe fiasco	HIP_HOP
lament of the cherokee indian reservation|don fardon	POP
lamplight|david essex	POP,ROCK
land of 1000 dances|wilson pickett	POP,ROCK,RNB,ELECTRONIC,FOLK
land of a thousand dances|j geils band	POP,ROCK,RNB,COUNTRY,FOLK
land of confusion|genesis	POP,ROCK
land of la la|stevie wonder	RNB
land of make believe|chuck mangione with the hamilton philharmonic orchestra	JAZZ
land of milk and honey|vogues	POP,ROCK,RNB,FOLK
landed|ben folds	POP,ROCK
landlord|gladys knight and the pips	POP,RNB,ELECTRONIC
landslide|dixie chicks	COUNTRY
landslide|fleetwood mac	POP,ROCK
landslide|olivia newton john	POP,ELECTRONIC,SOUNDTRACK
language of love|dan fogelberg	POP,ROCK,COUNTRY,FOLK
language|drake	POP,HIP_HOP
laredo|chris cagle	COUNTRY
larger than life|backstreet boys	POP
lark on my go kart|asher roth	HIP_HOP
last call|lee ann womack	COUNTRY
last chance to turn around|gene pitney	POP,ROCK,FOLK
last child|aerosmith	ROCK
last christmas|ariana grande	POP
last christmas|wham	POP,ROCK,RNB,ELECTRONIC
last dance|donna summer	POP,RNB,ELECTRONIC
last day of my life|phil vassar	COUNTRY
last dayz|onyx	HIP_HOP,PUNK
last dollar fly away|tim mcgraw	COUNTRY
last farewell|roger whittaker	POP
last friday night t g i f|katy perry	POP
last kiss|pearl jam	ROCK
last kiss|taylor swift	POP
last memory|takeoff	HIP_HOP
last mile|cinderella	ROCK,METAL
last minute miracle|shirelles	POP,ROCK,RNB
last name|carrie underwood	POP,COUNTRY
last night on earth|u2	ROCK
last of the singing cowboys|marshall tucker band	POP,ROCK,RNB,COUNTRY,FOLK
last one standing|emerson drive	COUNTRY
last resort|papa roach	ROCK,HIP_HOP,PUNK,METAL
last shot|kip moore	COUNTRY
last song|edward bear	ROCK
last song|elton john	POP,ROCK
last tango in paris|herb alpert and the tijuana brass	POP
last thing on my mind|neil diamond	POP,ROCK,FOLK
last time i saw him|diana ross	POP,RNB,ELECTRONIC
last time|trey songz	POP,HIP_HOP,RNB
last train to clarksville|monkees	POP,ROCK,FOLK
last train to london|electric light orchestra	POP,ROCK,FOLK
last waltz|engelbert humperdinck	POP
last word in lonesome is me|eddy arnold	COUNTRY
last worthless evening|don henley	POP,ROCK,FOLK
late in the evening|paul simon	POP,ROCK,FOLK
lately|stevie wonder	RNB
lately|tyrese	POP,HIP_HOP,RNB
later on|swon brothers	COUNTRY
latin active|lighter shade of brown featuring teardrop and shiro	HIP_HOP
laugh at me|sonny	POP,ROCK,FOLK
laugh laugh|beau brummels	POP,ROCK,COUNTRY,FOLK
laughed until we cried|jason aldean	COUNTRY
laughing|guess who	POP,ROCK,RNB,COUNTRY,FOLK
laughter in the rain|neil sedaka	POP,ROCK,RNB,FOLK
lawyers in love|jackson browne	POP,ROCK,COUNTRY,FOLK
lay all your love on me|information society	POP,ROCK,ELECTRONIC
lay away|isley brothers	RNB,ELECTRONIC
lay down sally|eric clapton	POP,ROCK,RNB
lay it down|lloyd	POP,HIP_HOP,RNB
lay it down|ratt	ROCK,METAL
lay it on the line|triumph	POP,ROCK,METAL
lay lady lay|bob dylan	POP,ROCK,FOLK
lay lady lay|isley brothers	RNB,ELECTRONIC
lay low|snoop dogg featuring master p nate dogg butch cassidy and tha eastsidaz	HIP_HOP,RNB
lay me down|dirty heads featuring rome	ROCK
lay me down|sam smith	POP,RNB
lay some happiness on me|dean martin	POP,JAZZ
lay your hands on me|bon jovi	ROCK,METAL
lay your hands on me|thompson twins	POP,ROCK,ELECTRONIC
lay your head on my pillow|tony toni tone	POP,HIP_HOP,RNB
layla|eric clapton	POP,ROCK,RNB,COUNTRY,FOLK
lazarus|david bowie	ROCK,ELECTRONIC,PUNK
lazy day|spanky and our gang	POP,ROCK,FOLK
lazy elsie molly|chubby checker	POP,ROCK,RNB
lazy song|bruno mars	POP
le freak|chic	RNB,ELECTRONIC
lead a double life|loverboy	POP,ROCK,METAL
lead me on|amy grant	ROCK
lead me on|maxine nightingale	POP
leader of the band|dan fogelberg	POP,ROCK,COUNTRY,FOLK
leader of the pack|shangri las	POP
leader of the pack|twisted sister	ROCK,METAL
lean back|terror squad	POP,HIP_HOP,RNB,PUNK
lean on me|bill withers	RNB
lean on me|club nouveau	RNB,ELECTRONIC
lean on me|kirk franklin featuring mary j blige bono r kelly crystal lewis and the family	RNB
lean wit it rock wit it|dem franchize boyz featuring lil peanut and charlay	POP,HIP_HOP
lean wit me|juice wrld	HIP_HOP
learn to fly|foo fighters	ROCK,METAL
learn to let go|kesha	POP,HIP_HOP
learning how to bend|gary allan	COUNTRY
learning to fly|pink floyd	ROCK
learning to fly|tom petty and the heartbreakers	POP,ROCK,FOLK
leave a light on|belinda carlisle	POP,ROCK,ELECTRONIC
leave a tender moment alone|billy joel	POP,ROCK,FOLK
leave it|yes	ROCK,JAZZ
leave me alone ruby red dress|helen reddy	POP,FOLK
leave me alone|flipp dinero	HIP_HOP
leave out all the rest|linkin park	ROCK,METAL
leave right now|will young	POP,RNB
leave the night on|sam hunt	COUNTRY
leave the pieces|wreckers	POP,COUNTRY
leave virginia alone|rod stewart	POP,ROCK
leave your lover|sam smith	POP
leaving here|eddie holland	RNB
leaving las vegas|sheryl crow	POP,ROCK,FOLK
leaving on a jet plane|peter paul and mary	POP,FOLK
lebanon|human league	POP,ROCK,ELECTRONIC
left hand free|alt j	ROCK
left in the dark|barbra streisand	POP,ELECTRONIC,SOUNDTRACK
left to my own devices|pet shop boys	POP,ROCK,ELECTRONIC
leftovers|millie jackson	RNB
legal tender|b 52s	POP,ROCK,ELECTRONIC,PUNK
legend in your own time|carly simon	POP,FOLK
legend of a cowgirl|imani coppola	POP
legend of wooley swamp|charlie daniels band	ROCK,COUNTRY
legends|juice wrld	HIP_HOP
legends|kelsea ballerini	POP,COUNTRY
legend|drake	POP,HIP_HOP
lego house|ed sheeran	POP
leila|zz top	ROCK,RNB,METAL
lemon tree|trini lopez	POP,ROCK
lemonade|gucci mane	POP,HIP_HOP
lemon|n e r d and rihanna	HIP_HOP,POP,RNB
leona|wet willie	ROCK,COUNTRY
leopard skin pill box hat|bob dylan	POP,ROCK,FOLK
les bicyclettes de belsize|engelbert humperdinck	POP
lessons in love|level 42	POP,ROCK,RNB,ELECTRONIC
lesson|vikki carr	POP
let a woman be a woman let a man be a man|dyke and the blazers	RNB
let her cry|hootie and the blowfish	POP,ROCK
let her go|passenger	POP
let her in|john travolta	SOUNDTRACK
let him go|animotion	POP,ROCK,ELECTRONIC
let it all blow|dazz band	RNB,ELECTRONIC
let it all work out|lil wayne	POP,HIP_HOP
let it be me|glen campbell and bobbie gentry	POP,COUNTRY,FOLK
let it be me|sweet inspirations	POP,RNB
let it be me|willie nelson	COUNTRY,FOLK
let it be|joan baez	POP,FOLK
let it go let it flow|dave mason	POP,ROCK,RNB,COUNTRY,FOLK
let it go|james bay	POP
let it go|keyshia cole featuring missy elliott and lil kim	POP,HIP_HOP,RNB
let it go|tim mcgraw	COUNTRY
let it out let it all hang out|hombres	ROCK
let it rain|eric clapton	POP,ROCK,RNB
let it ride|bachman turner overdrive	POP,ROCK,RNB,COUNTRY,FOLK
let it shine|santana	ROCK,RNB
let it sing|kevin gates	HIP_HOP
let it snow let it snow let it snow|dean martin	POP,JAZZ
let it whip|dazz band	RNB,ELECTRONIC
let love come between us|james and bobby purify	RNB
let love rule|lenny kravitz	POP,ROCK
let me back in|tyrone davis	RNB
let me be good to you|carla thomas	RNB
let me be lonely|dionne warwick	POP,RNB,ELECTRONIC
let me be the clock|smokey robinson	RNB,ELECTRONIC
let me be the man my daddy was|chi lites	RNB,ELECTRONIC
let me be the one|blessid union of souls	POP,ROCK,PUNK
let me be the one|expose	POP
let me be the one|five star	POP
let me be there|olivia newton john	POP,ELECTRONIC,SOUNDTRACK
let me be your angel|stacy lattisaw	RNB,ELECTRONIC
let me be your lovemaker|betty wright	RNB
let me be|turtles	POP,ROCK,FOLK
let me down easy|billy currington	COUNTRY
let me down easy|cornelius brothers and sister rose	RNB
let me down easy|roger daltrey	ROCK
let me get to know you|paul anka	POP,ROCK
let me go to him|dionne warwick	POP,RNB,ELECTRONIC
let me go|3 doors down	POP,ROCK,PUNK,METAL
let me go|heaven 17	POP,ROCK,ELECTRONIC
let me go|ray parker jr	POP,RNB,ELECTRONIC
let me go|rings	PUNK
let me hold you|bow wow featuring omarion	POP,HIP_HOP,RNB
let me in|derringer	ROCK,RNB
let me in|eddie money	POP,ROCK,COUNTRY,FOLK
let me in|osmonds	POP
let me in|young buck	HIP_HOP,PUNK
let me know i have a right|gloria gaynor	ELECTRONIC
let me let go|faith hill	POP,COUNTRY
let me love you once|greg lake	ROCK
let me love you tonight|pure prairie league	POP,ROCK,COUNTRY,FOLK
let me love you until you learn to love yourself|ne yo	POP,HIP_HOP,RNB
let me love you|mario	POP,HIP_HOP,RNB
let me ride|dr dre	RNB,POP
let me roll|scarface	HIP_HOP,PUNK
let me see ya girl|cole swindell	COUNTRY
let me serenade you|three dog night	POP,ROCK,RNB,COUNTRY,FOLK
let me start tonite|lamont dozier	RNB
let me talk|earth wind and fire	RNB,ELECTRONIC
let me tell you babe|nat king cole	POP,JAZZ
let me try again laisse moi le temps|frank sinatra	POP
let me|pat green	COUNTRY
let me|paul revere and the raiders featuring mark lindsay	POP,ROCK,PUNK,FOLK,ELECTRONIC
let me|zayn	POP
let my love open the door|pete townshend	POP,ROCK,PUNK,FOLK
let the day begin|call	ROCK
let the feeling flow|peabo bryson	POP,RNB
let the good times roll and feel so good|bunny sigler	RNB
let the good times roll|roy orbison	POP,ROCK,FOLK
let the heartaches begin|long john baldry	RNB
