# song_key (normalized title|performer)	genres
highway to hell|ac dc	ROCK
high|cure	ROCK,ELECTRONIC
high|james blunt	POP
hill where the lord hides|chuck mangione	JAZZ
hillbilly deluxe|brooks and dunn	COUNTRY
hillbilly shoes|montgomery gentry	COUNTRY
hills|weeknd	POP,HIP_HOP,RNB
him|rupert holmes	POP
hip city pt 2|jr walker and the all stars	POP,RNB
hip hop hooray|naughty by nature	HIP_HOP,PUNK
hip hop is dead|nas featuring will i am	HIP_HOP,PUNK,POP
hip to be square|huey lewis and the news	POP,ROCK,ELECTRONIC,FOLK
hippy hippy shake|swinging blue jeans	POP,ROCK,FOLK
his kiss|betty harris	RNB
history in the making|darius rucker	POP,COUNTRY
history|one direction	POP
hit by love|cece peniston	ELECTRONIC
hit me off|new edition	POP,HIP_HOP,RNB
hit me with your best shot|pat benatar	POP,ROCK,ELECTRONIC
hit or miss|jacob sartorius	POP
hit that|offspring	ROCK,PUNK,METAL
hit the road jack|stampeders	ROCK
hitch it to the horse|fantastic johnny c	RNB
hitchcock railway|jose feliciano	LATIN
hittas|lil wayne	POP,HIP_HOP
ho hey|lumineers	POP,ROCK,FOLK
hocus pocus|focus	POP,ROCK,JAZZ
hoedown throwdown|miley cyrus	POP
hold back the night|trammps	RNB,ELECTRONIC
hold her tight|osmonds	POP
hold it against me|britney spears	POP
hold me now|thompson twins	POP,ROCK,ELECTRONIC
hold me tight|johnny nash	POP
hold me|brian mcknight featuring tone and kobe bryant	POP,RNB
hold me|fleetwood mac	POP,ROCK
hold me|menudo	LATIN
hold me|p j proby	POP,ROCK
hold me|sheila e	RNB
hold my hand|hootie and the blowfish	POP,ROCK
hold my hand|jess glynne	POP,ELECTRONIC
hold on loosely|38 special	POP,ROCK,COUNTRY,FOLK
hold on my heart|genesis	POP,ROCK
hold on tight|electric light orchestra	POP,ROCK,FOLK
hold on to me|john michael montgomery	COUNTRY
hold on to my love|jimmy ruffin	POP,RNB
hold on to the nights|richard marx	POP,ROCK
hold on|alabama shakes	POP,ROCK
hold on|en vogue	POP,RNB
hold on|good charlotte	POP,ROCK,PUNK,METAL
hold on|ian gomm	ROCK
hold on|jonas brothers	POP
hold on|kansas	POP,ROCK
hold on|radiants	RNB
hold on|rascals	POP
hold on|santana	ROCK,RNB
hold on|triumph	POP,ROCK,METAL
hold on|wild cherry	RNB,ELECTRONIC
hold on|wilson phillips	POP
hold the line|toto	POP,ROCK
hold tight|justin bieber	POP
hold tight|vicki sue robinson	ELECTRONIC
hold up my heart|brooke white	POP
hold up|beyonce	POP,RNB
hold you down|alchemist featuring prodigy illa ghee and nina sky	HIP_HOP,PUNK
hold you hold yuh|gyptian	HIP_HOP,ELECTRONIC
hold your head up|argent	POP,ROCK,RNB
holding back the years|simply red	POP,ROCK,RNB,ELECTRONIC
holding on when love is gone|l t d	RNB,ELECTRONIC
holding on|steve winwood	POP,ROCK,ELECTRONIC,FOLK
holding out for a hero|bonnie tyler	POP,ELECTRONIC
holding you down goin in circles|jazmine sullivan	POP,RNB
hole hearted|extreme	ROCK,METAL
hole in my soul|aerosmith	ROCK
hole in the head|sugababes	POP,RNB,ELECTRONIC
hole in the world|eagles	POP,ROCK,FOLK
holidae in|chingy featuring ludacris and snoop dogg	POP,HIP_HOP,RNB
holiday for clowns|brian hyland	POP,ROCK,RNB,FOLK
holiday|bee gees	POP,ELECTRONIC
holiday|green day	ROCK,PUNK
holiday|kool and the gang	RNB,ELECTRONIC
holiday|madonna	POP
holiday|nazareth	ROCK,RNB,METAL
holla holla|ja rule	POP,HIP_HOP,RNB
hollaback girl|gwen stefani	POP
holland road|mumford and sons	POP,ROCK,FOLK
holler back|lost trailers	COUNTRY
hollow|tori kelly	POP,HIP_HOP
holly holy|jr walker and the all stars	POP,RNB
holly holy|neil diamond	POP,ROCK,FOLK
hollywood nights|bob seger and the silver bullet band	POP,ROCK,FOLK
hollywood swinging|kool and the gang	RNB,ELECTRONIC
hollywood|boz scaggs	POP,ROCK,COUNTRY,FOLK
hollywood|michael buble	POP
hollywood|rufus featuring chaka khan	POP,RNB,ELECTRONIC
holy cow|lee dorsey	ROCK,RNB
holy water|bad company	POP,ROCK,RNB,FOLK
holy water|big and rich	COUNTRY
holyanna|toto	POP,ROCK
home and dry|gerry rafferty	POP,ROCK,COUNTRY,FOLK
home cookin|jr walker and the all stars	POP,RNB
home of the brave|jody miller	COUNTRY
home sweet home|motley crue	ROCK,METAL
home to you|john michael montgomery	COUNTRY
home tonight|aerosmith	ROCK
homeboy|eric church	COUNTRY
homecoming|hagood hardy	SOUNDTRACK
homegrown honey|darius rucker	POP,COUNTRY
homegrown|zac brown band	COUNTRY
homely girl|chi lites	RNB,ELECTRONIC
hometown girl|josh turner	COUNTRY
homeward bound|simon and garfunkel	POP,ROCK,FOLK
homewrecker|gretchen wilson	COUNTRY
home|blake shelton	COUNTRY
home|daughtry	POP,ROCK,METAL
home|depeche mode	POP,ROCK,ELECTRONIC
home|dierks bentley	COUNTRY
home|michael buble	POP
home|phillip phillips	POP
home|three days grace	ROCK,PUNK,METAL
honestly|cartel	POP,PUNK,EMO
honestly|stryper	ROCK,METAL
honesty write me a list|rodney atkins	COUNTRY
honesty|billy joel	POP,ROCK,FOLK
honest|chainsmokers	POP,ELECTRONIC
honest|future	POP,HIP_HOP
honey bee|blake shelton	COUNTRY
honey child|bad company	POP,ROCK,RNB,FOLK
honey chile|martha reeves and the vandellas	POP,ROCK,RNB,ELECTRONIC
honey come back|glen campbell	POP,COUNTRY,FOLK
honey honey|abba	POP
honey i|george mccrae	RNB,ELECTRONIC
honeythief|hipsway	ROCK,ELECTRONIC
honey|bobby goldsboro	POP,ROCK,COUNTRY,FOLK
honey|erykah badu	POP,HIP_HOP,RNB
honey|mariah carey	POP,RNB
honky cat|elton john	POP,ROCK
honky tonk badonkadonk|trace adkins	COUNTRY
honkytonk u|toby keith	COUNTRY
hood figga|gorilla zoe	HIP_HOP
hooka tooka|chubby checker	POP,ROCK,RNB
hooked on a feeling|b j thomas	POP,FOLK
hooked on a feeling|blue swede	POP
hooked on you|bread	POP,COUNTRY,FOLK
hooked on you|silk	POP,HIP_HOP,RNB
hooked|dylan scott	COUNTRY
hook|blues traveler	POP,ROCK,RNB
hooray for hazel|tommy roe	POP,ROCK,FOLK
hope of deliverance|paul mccartney	POP,ROCK,FOLK
hope she cheats on you with a basketball player|marsha ambrosius	POP,RNB
hope that we can be together soon|sharon paige and harold melvin and the blue notes	RNB,ELECTRONIC
hope you get lonely tonight|cole swindell	COUNTRY
hope you love me like you say you do|huey lewis and the news	POP,ROCK,ELECTRONIC,FOLK
hopeless wanderer|mumford and sons	POP,ROCK,FOLK
hopelessly|rick astley	POP,ROCK,ELECTRONIC
hope|twista featuring faith evans	POP,HIP_HOP,RNB
hope|xxxtentacion	HIP_HOP,EMO
horizontal bop|bob seger	POP,ROCK,FOLK
hot and wet|112 featuring ludacris	POP,HIP_HOP,RNB
hot blooded|foreigner	POP,ROCK
hot dawgit|ramsey lewis and earth wind and fire	RNB,ELECTRONIC,JAZZ
hot fun in the summertime|sly and the family stone	POP,ROCK,RNB,ELECTRONIC,FOLK
hot girls in love|loverboy	POP,ROCK,METAL
hot hot hot|cure	ROCK,ELECTRONIC
hot in herre|nelly	POP,HIP_HOP
hot in the city|billy idol	POP,ROCK,ELECTRONIC
hot legs|rod stewart	POP,ROCK
hot line|sylvers	RNB,ELECTRONIC
hot love cold world|bob welch	POP,ROCK,COUNTRY,FOLK
hot love|t rex	ROCK,RNB,ELECTRONIC,PUNK,FOLK
hot mama|trace adkins	COUNTRY
hot mess|cobra starship	POP,HIP_HOP,PUNK,EMO
hot n cold|katy perry	POP
hot number|foxy	RNB,ELECTRONIC
hot revolver|lil wayne	POP,HIP_HOP
hot rod hearts|robbie dupree	POP
hot rod lincoln|commander cody and his lost planet airmen	COUNTRY
hot shot|karen young	ELECTRONIC
hot spot|foxy brown	POP,HIP_HOP,RNB,PUNK
hot stuff|donna summer	POP,RNB,ELECTRONIC
hot thing|prince	RNB
hot to trot|wild cherry	RNB,ELECTRONIC
hot water|level 42	POP,ROCK,RNB,ELECTRONIC
hotel key|old dominion	COUNTRY
hotel room service|pitbull	POP,HIP_HOP,LATIN
hotline bling|drake	POP,HIP_HOP
hot|avril lavigne	POP
hourglass|squeeze	POP,ROCK,ELECTRONIC
house at pooh corner|nitty gritty dirt band	POP,COUNTRY,FOLK
house full of reasons|jude cole	POP
house keeper|men of vizion	RNB
house of broken love|great white	ROCK,METAL
house of fire|alice cooper	ROCK,RNB,PUNK,METAL
house of pain|faster pussycat	ROCK,METAL
house of the rising sun|animals	ROCK,RNB,PUNK,FOLK
house of the rising sun|dolly parton	COUNTRY
house of the rising sun|frijid pink	ROCK,RNB
house party|sam hunt	COUNTRY
house that built me|miranda lambert	COUNTRY
house that jack built|aretha franklin	RNB
housecall|shabba ranks featuring maxi priest	ROCK,ELECTRONIC
houstonfornication|travis scott	POP,HIP_HOP
houston|dean martin	POP,JAZZ
how about that|bad company	POP,ROCK,RNB,FOLK
how am i supposed to live without you|laura branigan	POP,ROCK,ELECTRONIC
how am i supposed to live without you|michael bolton	POP
how bad do you want it|don henley	POP,ROCK,FOLK
how blue can you get|b b king and his orchestra	ROCK,RNB
how can i be sure|david cassidy	POP
how can i ease the pain|lisa fischer	RNB
how can i leave you again|john denver	POP,FOLK
how can i refuse|heart	POP,ROCK
how can i tell her|lobo	POP,FOLK
how can i tell my mom and dad|lovelites	RNB
how can i unlove you|lynn anderson	COUNTRY
how can we be lovers|michael bolton	POP
how can you love me|ambrosia	POP,ROCK,COUNTRY,FOLK
how can you mend a broken heart|bee gees	POP,ELECTRONIC
how come|d12	HIP_HOP,PUNK
how could i let you get away|spinners	RNB,ELECTRONIC
how could you|mario	POP,HIP_HOP,RNB
how country feels|randy houser	COUNTRY
how deep is your love|bee gees	POP,ELECTRONIC
how deep is your love|dru hill featuring redman	POP,HIP_HOP,RNB
how deep is your love|portrait	RNB
how did i get by without you|john waite	POP,ROCK
how did we lose it baby|jerry butler	POP,RNB,ELECTRONIC
how did you know|mynt featuring kim sozzi	ELECTRONIC
how do i breathe|mario	POP,HIP_HOP,RNB
how do i deal|jennifer love hewitt	POP
how do i live|leann rimes	POP,COUNTRY
how do i make you|linda ronstadt	POP,ROCK,COUNTRY,FOLK
how do i survive|amy holland	POP
how do you catch a girl|sam the sham and the pharaohs	POP,ROCK,PUNK,FOLK
how do you do|mouth and macneal	POP
how do you do|roxette	POP
how do you fall in love|alabama	COUNTRY
how do you feel the morning after|millie jackson	RNB
how do you get that lonely|blaine larsen	COUNTRY
how do you like it|keith sweat	POP,RNB,ELECTRONIC
how do you like me now|toby keith	COUNTRY
how do you sleep at night|wade hayes	COUNTRY
how does it feel to be back|daryl hall john oates	POP,ROCK,FOLK
how far|martina mcbride	COUNTRY
how forever feels|kenny chesney	COUNTRY
how glad i am|kiki dee	POP
how high the moon|gloria gaynor	ELECTRONIC
how i feel|flo rida	POP,HIP_HOP,ELECTRONIC
how i miss you baby|bobby womack	RNB,ELECTRONIC
how long|ace	POP
how long|charlie puth	POP
how low|ludacris	POP,HIP_HOP
how many drinks|miguel	POP,HIP_HOP,RNB
how many times can we say goodbye|dionne warwick and luther vandross	POP,RNB,ELECTRONIC
how much can a lonely heart stand|skeeter davis	POP,COUNTRY
how much i feel|ambrosia	POP,ROCK,COUNTRY,FOLK
how much love|leo sayer	POP,ELECTRONIC,FOLK
how much love|survivor	POP,ROCK
how much love|vixen	ROCK,METAL
how not to|dan shay	COUNTRY
how sweet it is to be loved by you|james taylor	POP,ROCK,FOLK
how sweet it is to be loved by you|jr walker and the all stars	POP,RNB
how sweet it is to be loved by you|marvin gaye	RNB
how to be a millionaire|abc	POP,ROCK,ELECTRONIC
how to deal|frankie j	POP,RNB
how to love|lil wayne	POP,HIP_HOP
how to save a life|fray	POP,ROCK
how we do party|rita ora	POP,ELECTRONIC
how will i know|whitney houston	POP
how would you feel paean|ed sheeran	POP
how you gonna act like that|tyrese	POP,HIP_HOP,RNB
how you gonna see me now|alice cooper	ROCK,RNB,PUNK,METAL
how you remind me|nickelback	ROCK,METAL
howzat|sherbet	ROCK
human nature|madonna	POP
human nature|michael jackson	POP
human touch|rick springfield	POP,ROCK,ELECTRONIC
human wheels|john mellencamp	POP,ROCK,FOLK
human|christina perri	POP
human|human league	POP,ROCK,ELECTRONIC
human|killers	ROCK
humble and kind|tim mcgraw	COUNTRY
humble|kendrick lamar	HIP_HOP
hummingbird|b b king	ROCK,RNB,POP,FOLK
hummingbird|seals and crofts	POP,ROCK,COUNTRY,FOLK
humpty dance|digital underground	HIP_HOP,RNB,ELECTRONIC,PUNK
huncho dreams|quavo	POP,HIP_HOP
hung on you|righteous brothers	POP,ROCK,RNB,FOLK
hung up in your eyes|brian hyland	POP,ROCK,RNB,FOLK
hung up|madonna	POP
hungah|karyn white	RNB
hungry heart|bruce springsteen	POP,ROCK,FOLK
hungry like the wolf|duran duran	POP,ROCK,ELECTRONIC
hungry years|wayne newton	POP
hungry|lita ford	ROCK,METAL
hungry|paul revere and the raiders featuring mark lindsay	POP,ROCK,PUNK,FOLK
hungry|winger	ROCK,METAL
hunter gets captured by the game|marvelettes	POP,RNB
hunters of the night|mr mister	POP,ROCK,ELECTRONIC
hunter|gtr	ROCK
hunter|ike and tina turner	POP,RNB
hurdy gurdy man|donovan	POP,ROCK,PUNK,FOLK
hurricane|click	HIP_HOP
hurricane|luke combs	COUNTRY
hurry home|jason michael carroll	COUNTRY
hurry sundown|outlaws	POP,ROCK,RNB,COUNTRY,FOLK
hurry up and wait|isley brothers	RNB,ELECTRONIC
hurt feelings|mac miller	HIP_HOP
hurt so bad|lettermen	POP
hurt so bad|linda ronstadt	POP,ROCK,COUNTRY,FOLK
hurt so bad|little anthony and the imperials	POP,ROCK,RNB
hurting each other|carpenters	CLASSICAL,POP,FOLK
hurts so good|john cougar	POP,ROCK,FOLK
hurts to be in love|gino vannelli	POP,ROCK
hurt|cat stevens	POP,ROCK,FOLK
hurt|christina aguilera	POP
hurt|little anthony and the imperials	POP,ROCK,RNB
hurt|manhattans	RNB,ELECTRONIC
husbands and wives|brooks and dunn	COUNTRY
husbands and wives|roger miller	COUNTRY,FOLK
hush hush sweet charlotte|patti page	POP,COUNTRY
hush hush|pussycat dolls featuring nicole scherzinger	POP,HIP_HOP,RNB
hushabye|jay and the americans	POP,ROCK,RNB,FOLK
hush|billy joe royal	POP,ROCK,FOLK
hush|deep purple	ROCK,RNB,METAL
hush|ll cool j featuring 7 aurelius	POP,HIP_HOP,RNB,PUNK
hustle hard|ace hood	HIP_HOP
hustler musik|lil wayne	POP,HIP_HOP
hustle|van mccoy and the soul city symphony	ELECTRONIC
hymn 43|jethro tull	ROCK,RNB,FOLK
hymn for the weekend|coldplay	POP,ROCK
hyperactive|robert palmer	POP,ROCK,ELECTRONIC,FOLK
hyperactive|thomas dolby	POP,ROCK,ELECTRONIC,PUNK
hype|drake	POP,HIP_HOP
hypnotized|linda jones	RNB
hypnotize|notorious b i g	HIP_HOP,PUNK
hypnotize|system of a down	ROCK,METAL
hysteria|def leppard	ROCK,METAL
i adore mi amor|color me badd	POP,RNB
i almost do|taylor swift	POP
i am a rock|simon and garfunkel	POP,ROCK,FOLK
i am by your side|corey hart	POP,ROCK,ELECTRONIC
i am i am|smokey robinson	RNB,ELECTRONIC
i am mine|pearl jam	ROCK
i am not my hair|india arie	RNB
i am the highway|audioslave	ROCK,METAL
i am the walrus|beatles	ROCK
i am woman|helen reddy	POP,FOLK
i am woman|jordin sparks	POP,HIP_HOP,RNB
i am|mary j blige	POP,HIP_HOP,RNB
i apologize|anita baker	RNB,JAZZ
i believe in father christmas|greg lake	ROCK
i believe in love|kenny loggins	POP,ROCK
i believe in music|gallery	POP
i believe in you you believe in me|johnnie taylor	RNB
i believe in you|don williams	COUNTRY
i believe you|carpenters	CLASSICAL,POP,FOLK
i believe you|dorothy moore	RNB
i believed it all|pozo seco singers	FOLK
i believe|bachelors	POP,ROCK
i believe|blessid union of souls	POP,ROCK,PUNK
i believe|chilliwack	ROCK
i believe|diamond rio	COUNTRY
i believe|fantasia	POP,RNB
i believe|sounds of blackness	RNB
i belong to you|lenny kravitz	POP,ROCK
i belong to you|love unlimited	RNB,ELECTRONIC
i bet my life|imagine dragons	ROCK
i bet|ciara	POP,HIP_HOP,RNB
i breathe in i breathe out|chris cagle	COUNTRY
i call it love|lionel richie	POP,RNB,ELECTRONIC
i can do anything|3oh 3	POP,HIP_HOP,PUNK
i can do that|montell jordan	POP,HIP_HOP,RNB
i can feel those vibrations this love is real|jackie wilson	POP,ROCK,RNB
i can feel your love slipping away|barbara mason	RNB
i can hear music|beach boys	POP,ROCK,FOLK,CLASSICAL
i can hear music|ronettes featuring veronica	POP,ROCK,RNB
i can help|billy swan	POP
i can love you better|dixie chicks	COUNTRY
i can love you like that|all 4 one	POP,RNB
i can love you|mary j blige	POP,HIP_HOP,RNB
i can make it better|luther vandross	RNB
i can make it with you|jackie deshannon	POP,ROCK,FOLK
i can make it with you|pozo seco singers	FOLK
i can never go home anymore|shangri las	POP
i can only imagine|mercyme	ROCK
i can remember|james and bobby purify	RNB
i can see clearly now|johnny nash	POP
i can see for miles|who	POP,ROCK,PUNK,FOLK
i can sing a rainbow love is blue|dells	RNB,ELECTRONIC
i can survive|triumph	POP,ROCK,METAL
i can take it from there|chris young	COUNTRY
i can understand it|new birth	RNB,ELECTRONIC
i can|nas	HIP_HOP,PUNK
i care 4 u|aaliyah	POP,HIP_HOP,RNB
i changed my mind|keyshia cole featuring shyne	POP,HIP_HOP,RNB
i cheat the hangman|doobie brothers	POP,ROCK,RNB,COUNTRY,FOLK
i choose you|sara bareilles	POP
i come off|young m c	HIP_HOP
i confess|new colony six	POP,ROCK
i could be good for you|707	ROCK
i could never be happy|emotions	POP,RNB,ELECTRONIC
i could never be president|johnnie taylor	RNB
i could never love another after loving you|temptations	RNB
i could never take the place of your man|prince	RNB
i could not ask for more|edwin mccain	POP
i could not ask for more|sara evans	COUNTRY
i could only whisper your name|harry connick jr	POP,JAZZ
i could use a love song|maren morris	COUNTRY
i could write a book|jerry butler	POP,RNB,ELECTRONIC
i crawl|childish gambino	POP,HIP_HOP
i cried|james brown	RNB
i cry|flo rida	POP,HIP_HOP,ELECTRONIC
i dare you|shinedown	ROCK,HIP_HOP,METAL
i did it for love|night ranger	POP,ROCK,METAL
i did it|dave matthews band	POP,ROCK
i dig rock and roll music|peter paul and mary	POP,FOLK
i dig you baby|jerry butler	POP,RNB,ELECTRONIC
i disappear|metallica	ROCK,METAL
i do believe in you|pages	POP
i do cherish you|98 degrees	POP
i do cherish you|mark wills	COUNTRY
i do i do i do i do i do|abba	POP
i do love you|billy stewart	RNB
i do not hook up|kelly clarkson	POP
i do take you|three degrees	POP,RNB,ELECTRONIC
i do the rock|tim curry	SOUNDTRACK
i do you|jets	POP,RNB
i do|colbie caillat	POP
i do|j geils band	POP,ROCK,RNB,COUNTRY,FOLK
i do|lisa loeb	POP,FOLK
i do|marvelows	RNB
i do|moments	RNB,ELECTRONIC
i do|toya	POP
i dreamed a dream|susan boyle	CLASSICAL
i drive your truck|lee brice	COUNTRY
i drove all night|celine dion	POP
i drove all night|cyndi lauper	POP,ROCK,ELECTRONIC
i fall apart|post malone	POP,HIP_HOP
i feel a sin coming on|solomon burke	RNB,JAZZ
i feel for you|chaka khan	POP,RNB,ELECTRONIC
i feel free|belinda carlisle	POP,ROCK,ELECTRONIC
i feel love|donna summer	POP,RNB,ELECTRONIC
i feel sanctified|commodores	POP,RNB,ELECTRONIC
i feel the earth move|martika	POP,ROCK
i feel the magic|belinda carlisle	POP,ROCK,ELECTRONIC
i feel you|depeche mode	POP,ROCK,ELECTRONIC
i fooled you this time|gene chandler	POP,RNB
i forgot to be your lover|william bell	RNB
i fought the law|bobby fuller four	POP,ROCK,FOLK
i found a girl|jan and dean	POP,ROCK,RNB,FOLK
i found a true love|wilson pickett	POP,ROCK,RNB,ELECTRONIC,FOLK
i found my dad|joe simon	RNB
i found somebody|glenn frey	POP,ROCK,FOLK
i found someone|cher	POP,SOUNDTRACK
i found sunshine|chi lites	RNB,ELECTRONIC
i found you|wanted	POP
i get around|2pac	HIP_HOP,RNB,ELECTRONIC,PUNK
i get around|beach boys	POP,ROCK,FOLK,CLASSICAL
i get excited|rick springfield	POP,ROCK,ELECTRONIC
i get high on you|sly stone	RNB
i get it in|50 cent	HIP_HOP
i get lifted|george mccrae	RNB,ELECTRONIC
i get money|50 cent	HIP_HOP
i get the sweetest feeling|jackie wilson	POP,ROCK,RNB
i get weak|belinda carlisle	POP,ROCK,ELECTRONIC
i go back|kenny chesney	COUNTRY
i go crazy|paul davis	POP,ROCK,COUNTRY,FOLK
i go to extremes|billy joel	POP,ROCK,FOLK
i go to pieces|peter and gordon	POP,ROCK,RNB,FOLK
i go to rio|pablo cruise	POP,ROCK,COUNTRY,FOLK
i got 5 on it|luniz	HIP_HOP,RNB
i got a bag of my own|james brown	RNB
i got a car|george strait	COUNTRY
i got a line on you|spirit	ROCK,RNB,FOLK
i got a man|positive k	HIP_HOP
i got a name|jim croce	POP,ROCK,FOLK
i got cha opin|black moon	HIP_HOP,PUNK
i got it from my mama|will i am	POP,HIP_HOP
i got my mind made up you can get it girl|instant funk	RNB,ELECTRONIC
i got rhythm|happenings	POP,ROCK
i got the boy|jana kramer	COUNTRY
i got the hook up|master p featuring sons of funk	HIP_HOP
i got to go back and watch that little girl dance|mccoys	POP,ROCK,FOLK
i got to tell somebody|betty everett	POP,RNB
i got you babe|etta james	POP,RNB,JAZZ
i got you babe|sonny and cher	POP,ROCK,FOLK
i got you i feel good|james brown and the famous flames	RNB
i got you|bebe rexha	POP
i got you|craig morgan	COUNTRY
i got you|jack johnson	POP
i got you|thompson square	COUNTRY
i gotcha|joe tex	RNB
i gotta dance to keep from crying|miracles	POP,RNB,ELECTRONIC
